case,z,y,x,lung,delta,dc,fab,era
CT00000104,160,192,128,0.51036376953125,-5.044796969741583,0.04008086770772934,2,1
CT00000104,160,192,192,0.35037841796875,-3.235263517126441,0.042341314256191254,0,0
CT00000104,160,192,256,0.99171142578125,1.1004979023709893,0.11388387531042099,2,1
CT00000104,160,192,320,0.3063232421875,-5.132696125656366,0.05241254344582558,1,0
CT00000104,200,64,64,0.736956787109375,-2.639855956658721,0.07668516039848328,1,1
CT00000104,200,64,128,0.4485107421875,-2.342622261494398,0.05190576985478401,1,1
CT00000104,200,64,192,0.39969482421875,-4.6640257351100445,0.06860653311014175,0,0
CT00000104,200,64,256,0.676898193359375,-2.4245819076895714,0.07555443048477173,0,1
CT00000104,200,128,0,0.315887451171875,-4.559112712740898,0.05947403609752655,0,0
CT00000104,200,128,64,0.999761962890625,1.4568129554390907,0.16723130643367767,0,0
CT00000104,200,128,128,0.815521240234375,0.786221818998456,0.04539192095398903,1,0
CT00000104,200,128,192,0.385552978515625,-1.1828214628621936,0.049299947917461395,0,0
CT00000104,200,128,256,0.998883056640625,1.1707645608112216,0.134439617395401,0,1
CT00000104,200,128,320,0.37999267578125,-4.47619566693902,0.06572740525007248,0,1
CT00000104,200,192,64,0.708892822265625,-5.4032569751143456,0.055659327656030655,1,1
CT00000104,200,192,128,0.4272216796875,-7.535902783274651,0.049441490322351456,0,0
CT00000104,200,192,192,0.49549560546875,-6.647723726928234,0.0553511343896389,1,1
CT00000104,200,192,256,0.930230712890625,0.08340072963619605,0.07534042745828629,1,2
CT00000104,240,128,64,0.39659423828125,-7.1105919778347015,0.10235940665006638,0,0
CT00000104,240,128,128,0.3615478515625,-0.998418778181076,0.06068800762295723,0,0
CT00000104,240,128,192,0.302972412109375,1.03299121838063,0.07085925340652466,0,0
CT00000104,240,128,256,0.390863037109375,-4.89182211458683,0.09370368719100952,1,0
CT00000104,240,192,192,0.255084228515625,-7.241462357342243,0.06555797904729843,1,0
CT00000104,240,192,256,0.33193359375,-5.474235862493515,0.0726131871342659,0,0
CT00000105,0,128,64,0.262396240234375,-9.370820596814156,0.10471417754888535,1,3
CT00000105,0,128,128,0.553485107421875,-4.213146399706602,0.07090874016284943,1,1
CT00000105,0,128,256,0.562750244140625,-5.140194203704596,0.10555019229650497,1,9
CT00000105,40,64,64,0.657928466796875,-6.047126371413469,0.08216612040996552,0,1
CT00000105,40,64,128,0.627301025390625,-2.7764872647821903,0.058542363345623016,0,4
CT00000105,40,64,192,0.606781005859375,-2.6760955806821585,0.055602286010980606,0,1
CT00000105,40,64,256,0.932135009765625,-1.4694666024297476,0.09753074496984482,0,1
CT00000105,40,64,320,0.35072021484375,-6.46680872887373,0.07070986181497574,2,0
CT00000105,40,128,64,0.954681396484375,-1.2301456881687045,0.11446979641914368,1,3
CT00000105,40,128,128,0.88138427734375,-0.9095031418837607,0.061763960868120193,3,3
CT00000105,40,128,192,0.39918212890625,-4.382645711302757,0.0424785241484642,0,0
CT00000105,40,128,256,1.0,1.9304145826026797,0.1575133502483368,0,3
CT00000105,40,128,320,0.5826416015625,-5.855134222656488,0.05759302154183388,2,4
CT00000105,40,192,64,0.388226318359375,-8.810499683022499,0.06363789737224579,2,2
CT00000105,40,192,128,0.248876953125,-9.661193937063217,0.08548101037740707,1,1
CT00000105,40,192,256,0.295904541015625,-8.956256322562695,0.07585388422012329,1,2
CT00000105,80,0,64,0.25333251953125,-0.9154043509624898,0.03259146586060524,0,1
CT00000105,80,0,128,0.451934814453125,-1.2132317060604692,0.03272043168544769,0,0
CT00000105,80,0,192,0.40860595703125,-2.79050599783659,0.03982960432767868,0,1
CT00000105,80,0,256,0.514990234375,-0.5940151168033481,0.025497104972600937,0,0
CT00000105,80,64,0,0.243572998046875,-3.7597648333758116,0.05145247280597687,0,0
CT00000105,80,64,64,0.9756591796875,0.5340997013263404,0.10609446465969086,2,2
CT00000105,80,64,128,0.6745849609375,1.0782282333821058,0.04015294462442398,0,3
CT00000105,80,64,192,0.490533447265625,0.27454542578198016,0.030464638024568558,0,0
CT00000105,80,64,256,0.9936279296875,1.1499632382765412,0.12649108469486237,1,1
CT00000105,80,64,320,0.797796630859375,-3.082114038988948,0.05975756794214249,0,0
CT00000105,80,128,0,0.420166015625,-4.985438659787178,0.051893871277570724,2,0
CT00000105,80,128,64,1.0,1.1635422706604004,0.18900589644908905,0,2
CT00000105,80,128,128,0.74683837890625,0.021319832740118727,0.06271935254335403,0,1
CT00000105,80,128,256,0.943475341796875,1.5674590831622481,0.06714477390050888,0,0
CT00000105,80,128,320,0.86436767578125,-2.8696521185338497,0.06904373317956924,1,0
CT00000105,80,192,64,0.700048828125,-6.479183211922646,0.05693994089961052,1,2
CT00000105,80,192,128,0.449737548828125,-8.463822305202484,0.05772453173995018,0,1
CT00000105,80,192,256,0.527056884765625,-6.1553604900836945,0.055497102439403534,0,0
CT00000105,120,0,64,0.4936279296875,-0.6889690412208438,0.029453778639435768,3,2
CT00000105,120,0,128,0.509942626953125,-1.736010075546801,0.029948268085718155,0,0
CT00000105,120,0,192,0.26876220703125,-2.520715119317174,0.03969131410121918,0,0
CT00000105,120,0,256,0.701416015625,-0.6759223761036992,0.035604264587163925,0,1
CT00000105,120,0,320,0.292327880859375,-1.0623468551784754,0.03487914428114891,0,0
CT00000105,120,64,0,0.496905517578125,-3.0737933702766895,0.04655235633254051,0,0
CT00000105,120,64,64,1.0,1.2241670629009604,0.1671900749206543,0,1
CT00000105,120,64,128,0.563201904296875,0.8967345347627997,0.041690804064273834,1,1
CT00000105,120,64,256,0.912860107421875,0.9169463883154094,0.07900528609752655,0,1
CT00000105,120,64,320,0.9774658203125,0.36669132532551885,0.10571800917387009,0,1
CT00000105,120,128,0,0.570751953125,-3.622183110564947,0.03927825018763542,1,0
CT00000105,120,128,64,1.0,1.0764303151518106,0.1806357502937317,0,2
CT00000105,120,128,128,0.677899169921875,0.011844414984807372,0.05467963591217995,2,1
CT00000105,120,128,256,0.876422119140625,0.6755571812391281,0.07801663130521774,0,1
CT00000105,120,128,320,0.952435302734375,-0.3243439132347703,0.07591893523931503,1,0
CT00000105,120,192,64,0.86517333984375,-2.827586606144905,0.06523355841636658,0,0
CT00000105,120,192,128,0.56241455078125,-7.075977511703968,0.04847101867198944,1,0
CT00000105,120,192,256,0.656317138671875,-5.01282699406147,0.05218350142240524,0,1
CT00000105,120,192,320,0.304205322265625,-7.1484060026705265,0.055233657360076904,0,0
CT00000105,160,0,64,0.5988037109375,-1.1395184556022286,0.03810190409421921,1,0
CT00000105,160,0,128,0.506976318359375,-1.6499340999871492,0.0312664657831192,1,1
CT00000105,160,0,256,0.6030517578125,-1.2900554575026035,0.03476420044898987,0,0
CT00000105,160,0,320,0.411328125,-0.5610915250144899,0.030721990391612053,3,0
CT00000105,160,64,0,0.5772705078125,-2.303793327882886,0.03474350646138191,0,0
CT00000105,160,64,64,1.0,1.04630459100008,0.16472852230072021,0,0
CT00000105,160,64,128,0.557269287109375,0.3024196485057473,0.0297708660364151,0,0
CT00000105,160,64,256,0.584149169921875,0.7078072521835566,0.03434130921959877,1,0
CT00000105,160,64,320,0.997735595703125,0.9907963685691357,0.17157530784606934,0,0
CT00000105,160,128,0,0.61279296875,-4.100514575839043,0.04522161930799484,1,0
CT00000105,160,128,64,1.0,0.8994187228381634,0.11083084344863892,0,1
CT00000105,160,128,128,0.86072998046875,-0.8929813047870994,0.060225632041692734,0,3
CT00000105,160,128,256,0.94862060546875,0.7912252331152558,0.07118706405162811,0,1
CT00000105,160,128,320,0.9864013671875,0.5543868173845112,0.1157945916056633,0,0
CT00000105,160,192,0,0.20872802734375,-4.4512515887618065,0.04888926073908806,0,0
CT00000105,160,192,64,0.93209228515625,-0.8042335393838584,0.06780482083559036,4,1
CT00000105,160,192,128,0.550848388671875,-6.107510533183813,0.04935646057128906,0,0
CT00000105,160,192,256,0.626727294921875,-4.345102701336145,0.04699892923235893,0,1
CT00000105,160,192,320,0.420025634765625,-6.160101853311062,0.050359275192022324,1,0
CT00000105,200,0,64,0.533477783203125,-1.0603672126308084,0.03461556136608124,0,0
CT00000105,200,0,128,0.27689208984375,-1.0857840534299612,0.028597965836524963,0,2
CT00000105,200,0,256,0.3141845703125,-0.5731419078074396,0.02497652918100357,0,0
CT00000105,200,0,320,0.411749267578125,-1.139469793997705,0.03299809619784355,2,0
CT00000105,200,64,0,0.5796875,-2.822230104357004,0.038728903979063034,1,2
CT00000105,200,64,64,1.0,0.7478736224584281,0.14610514044761658,0,1
CT00000105,200,64,128,0.62529296875,0.21230554557405412,0.028109947219491005,0,2
CT00000105,200,64,256,0.438433837890625,0.248595024459064,0.024531802162528038,0,0
CT00000105,200,64,320,0.998321533203125,1.0283869924023747,0.17093735933303833,0,1
CT00000105,200,128,0,0.696087646484375,-3.5224896855652332,0.04656369611620903,0,0
CT00000105,200,128,64,1.0,0.3109853423666209,0.12397092580795288,0,2
CT00000105,200,128,128,0.917034912109375,-0.22343106684274971,0.05031001195311546,1,1
CT00000105,200,128,192,0.214154052734375,-3.568831132724881,0.029342858120799065,1,1
CT00000105,200,128,256,0.994085693359375,0.29775878647342324,0.09901253879070282,0,2
CT00000105,200,128,320,0.999774169921875,1.0571902384981513,0.1547357141971588,0,2
CT00000105,200,192,0,0.29976806640625,-3.436647355556488,0.03995111212134361,1,0
CT00000105,200,192,64,0.892047119140625,-1.2699991930276155,0.057776909321546555,0,0
CT00000105,200,192,128,0.42393798828125,-6.2625412829220295,0.049023233354091644,0,0
CT00000105,200,192,256,0.5275390625,-3.273795358836651,0.039983589202165604,1,0
CT00000105,200,192,320,0.49366455078125,-3.6991231609135866,0.03815276920795441,3,1
CT00000105,240,0,320,0.291973876953125,-1.1918693780899048,0.03462453559041023,2,0
CT00000105,240,64,0,0.5088134765625,-1.6979785868898034,0.04115057736635208,1,2
CT00000105,240,64,64,0.314202880859375,-1.4305696822702885,0.06829110532999039,0,0
CT00000105,240,64,256,0.56339111328125,-0.9165490628220141,0.07477981597185135,1,1
CT00000105,240,64,320,0.96041259765625,0.4772413522005081,0.10741643607616425,0,1
CT00000105,240,128,0,0.707513427734375,-2.2041243501007557,0.047300729900598526,0,0
CT00000105,240,128,64,0.61678466796875,-0.738757022190839,0.06077951192855835,0,1
CT00000105,240,128,128,0.705560302734375,-1.8938714638352394,0.05757395178079605,0,0
CT00000105,240,128,256,0.74656982421875,-0.5058295791968703,0.07935307174921036,3,0
CT00000105,240,128,320,0.99334716796875,-0.0852852244861424,0.10351408272981644,0,1
CT00000105,240,192,0,0.2974609375,-1.9961337093263865,0.03197910636663437,0,1
CT00000105,240,192,64,0.794683837890625,-1.651404658332467,0.04561975970864296,0,0
CT00000105,240,192,128,0.335687255859375,-3.5488049034029245,0.038736458867788315,0,0
CT00000105,240,192,256,0.447930908203125,-2.1575691644102335,0.04005884751677513,1,0
CT00000105,240,192,320,0.463623046875,-1.80915673263371,0.03293351083993912,0,2
CT00000105,280,192,64,0.246148681640625,-2.3189103230834007,0.06060965359210968,0,1
CT00000106,0,128,128,0.391851806640625,-6.324436515569687,0.09129326045513153,0,0
CT00000106,0,128,256,0.493035888671875,-8.795508183538914,0.10052230209112167,0,0
CT00000106,0,128,320,0.255499267578125,-7.258903700858355,0.10194013267755508,0,0
CT00000106,0,192,128,0.488885498046875,-8.077731356024742,0.08079110085964203,1,0
CT00000106,0,192,256,0.710882568359375,-7.123653311282396,0.09184668958187103,0,1
CT00000106,0,192,320,0.291680908203125,-6.738679483532906,0.07582544535398483,0,0
CT00000106,40,64,64,0.462139892578125,-3.284346777945757,0.05426071211695671,0,0
CT00000106,40,64,128,0.746234130859375,-0.3072382532991469,0.04746336489915848,1,2
CT00000106,40,64,256,0.84342041015625,-1.112916856072843,0.06963123381137848,1,1
CT00000106,40,64,320,0.451885986328125,-4.208205733448267,0.06389394402503967,0,0
CT00000106,40,128,64,0.87772216796875,-1.5281037194654346,0.07285404950380325,0,0
CT00000106,40,128,128,0.859356689453125,0.9734717896208167,0.059575796127319336,0,0
CT00000106,40,128,256,0.820977783203125,0.16214717470575124,0.05359428748488426,0,1
CT00000106,40,128,320,0.93184814453125,-1.0502822697162628,0.08889172971248627,0,1
CT00000106,40,192,64,0.752716064453125,-4.0862164460122585,0.05654235556721687,2,5
CT00000106,40,192,128,0.971514892578125,0.740153540391475,0.11930001527070999,1,5
CT00000106,40,192,256,0.78623046875,0.8373225573450327,0.061743371188640594,1,4
CT00000106,40,192,320,0.8042236328125,-2.5658453814685345,0.05621698871254921,1,4
CT00000106,80,0,128,0.50439453125,-0.7585954153910279,0.029504921287298203,1,4
CT00000106,80,64,64,0.907623291015625,-1.6052438877522945,0.07415372878313065,1,2
CT00000106,80,64,128,0.685943603515625,0.9354100911878049,0.050219058990478516,0,1
CT00000106,80,64,256,0.542047119140625,0.20106168813072145,0.05793622136116028,0,2
CT00000106,80,64,320,0.893743896484375,-2.1313591860234737,0.08192946761846542,0,0
CT00000106,80,128,0,0.20419921875,-4.22191247344017,0.06018843501806259,0,0
CT00000106,80,128,64,1.0,0.8335840539075434,0.17350848019123077,1,0
CT00000106,80,128,128,0.525860595703125,0.7173532503657043,0.06485921144485474,1,1
CT00000106,80,128,256,0.4389404296875,0.562891480512917,0.0783819928765297,1,1
CT00000106,80,128,320,1.0,1.1863383697345853,0.172591894865036,0,2
CT00000106,80,192,64,0.95748291015625,-0.6381836719810963,0.09280674159526825,0,0
CT00000106,80,192,128,0.981646728515625,1.1433269828557968,0.11992106586694717,1,2
CT00000106,80,192,192,0.201177978515625,-2.6133921928703785,0.04259312525391579,0,1
CT00000106,80,192,256,0.425482177734375,0.29182317666709423,0.052019260823726654,1,0
CT00000106,80,192,320,0.8850830078125,-1.5195781597867608,0.07007617503404617,1,4
CT00000106,120,0,64,0.370269775390625,-1.5030446229502559,0.03251553699374199,0,0
CT00000106,120,0,128,0.269256591796875,-0.40577794425189495,0.03225642442703247,0,0
CT00000106,120,64,64,0.99091796875,0.884273904375732,0.14820624887943268,0,1
CT00000106,120,64,128,0.652294921875,1.0634297505021095,0.039791397750377655,0,1
CT00000106,120,64,320,0.380810546875,-0.11327351967338473,0.0543970949947834,3,2
CT00000106,120,128,0,0.425775146484375,-5.382779985666275,0.056845299899578094,1,1
CT00000106,120,128,64,1.0,0.9990162216126919,0.17357252538204193,1,1
CT00000106,120,128,128,0.608599853515625,0.03107616794295609,0.06697633117437363,0,0
CT00000106,120,128,256,0.223809814453125,-0.02290169504703954,0.04624660685658455,0,2
CT00000106,120,128,320,0.915899658203125,1.221798243932426,0.05581935495138168,1,3
CT00000106,120,192,0,0.249884033203125,-5.750833079218864,0.06063520908355713,0,0
CT00000106,120,192,64,0.9997802734375,1.0292591759935021,0.16680344939231873,0,0
CT00000106,120,192,128,0.932232666015625,0.19148939463775605,0.0919482558965683,1,4
CT00000106,120,192,192,0.327496337890625,-2.0041794050484896,0.028859585523605347,0,2
CT00000106,120,192,256,0.613751220703125,0.22132946469355375,0.05875737965106964,0,2
CT00000106,120,192,320,0.9545166015625,-0.15947650535963476,0.09413610398769379,0,0
CT00000106,160,64,0,0.308001708984375,-3.3462787978351116,0.06334370374679565,0,0
CT00000106,160,64,64,0.372509765625,-0.45541508006863296,0.06235034018754959,0,1
CT00000106,160,128,0,0.389794921875,-3.8231450598686934,0.06538823246955872,0,1
CT00000106,160,128,64,0.4072265625,0.021073534298921004,0.052816372364759445,0,0
CT00000106,160,128,128,0.43778076171875,0.0844122696435079,0.04311918094754219,0,0
CT00000106,160,128,192,0.22557373046875,-0.28935482259839773,0.030293883755803108,0,1
CT00000106,160,128,320,0.42919921875,0.768859579693526,0.0608166940510273,1,3
CT00000106,160,192,0,0.403802490234375,-3.683504881337285,0.05809084698557854,0,2
CT00000106,160,192,64,0.860760498046875,0.502270006109029,0.07376067340373993,0,1
CT00000106,160,192,128,0.9665283203125,0.24340885283891112,0.09420932829380035,0,2
CT00000106,160,192,192,0.25877685546875,-2.62255547568202,0.031046191230416298,1,1
CT00000106,160,192,256,0.53807373046875,0.21293746249284595,0.04765733331441879,2,3
CT00000106,160,192,320,0.901556396484375,0.25695402291603386,0.08497025072574615,2,2
CT00000106,200,192,128,0.489276123046875,-0.5438051302917302,0.05014580115675926,0,1
CT00000106,200,192,256,0.311553955078125,-0.038189384213183075,0.06537795066833496,0,1
CT00000106,200,192,320,0.40594482421875,0.44457687181420624,0.058529458940029144,0,0
CT00000107,0,128,128,0.427386474609375,-2.0455357152968645,0.06708251684904099,0,1
CT00000107,0,128,192,0.3704345703125,1.488044043071568,0.0762995108962059,1,1
CT00000107,0,128,256,0.660125732421875,-6.466761697083712,0.0910571813583374,1,2
CT00000107,0,192,128,0.28116455078125,-10.62886044383049,0.08688849955797195,0,1
CT00000107,0,192,256,0.398101806640625,-6.9536506198346615,0.07224574685096741,1,0
CT00000107,40,64,64,0.287603759765625,-6.071653682738543,0.07834344357252121,0,0
CT00000107,40,64,128,0.34033203125,-8.769996464252472,0.07895579934120178,2,0
CT00000107,40,64,192,0.31497802734375,-7.869512774050236,0.06553030014038086,0,3
CT00000107,40,64,256,0.630291748046875,-9.022257290780544,0.08553358167409897,1,1
CT00000107,40,128,64,0.856622314453125,-4.553481005132198,0.09181305766105652,0,2
CT00000107,40,128,128,0.915557861328125,1.1555086821317673,0.063501738011837,0,2
CT00000107,40,128,192,0.49814453125,0.7386214565485716,0.039998412132263184,2,1
CT00000107,40,128,256,0.999853515625,1.7163888551294804,0.12926338613033295,0,1
CT00000107,40,128,320,0.65120849609375,-4.285317379981279,0.05727578327059746,0,0
CT00000107,40,192,64,0.828515625,-2.708297688513994,0.06350632756948471,2,3
CT00000107,40,192,128,0.83814697265625,-2.361247083172202,0.06170213595032692,1,2
CT00000107,40,192,192,0.222314453125,-8.959962986409664,0.05431200563907623,1,1
CT00000107,40,192,256,0.852410888671875,-2.8532398864626884,0.06414170563220978,1,3
CT00000107,40,192,320,0.323651123046875,-5.710646044462919,0.0482717864215374,1,0
CT00000107,80,0,256,0.2320556640625,-0.8180763106793165,0.03731728345155716,0,0
CT00000107,80,64,64,0.859918212890625,-2.020283369347453,0.06426969170570374,0,1
CT00000107,80,64,128,0.513470458984375,1.003500889055431,0.030152004212141037,0,2
CT00000107,80,64,192,0.332965087890625,0.0972059351624921,0.03533532842993736,1,1
CT00000107,80,64,256,0.990399169921875,0.8061053813435137,0.1373022347688675,1,2
CT00000107,80,64,320,0.4985107421875,-3.417468164116144,0.042999517172575,1,0
CT00000107,80,128,0,0.3760009765625,-3.452208824455738,0.04961405321955681,2,2
CT00000107,80,128,64,1.0,1.0088699636980891,0.16376164555549622,1,6
CT00000107,80,128,128,0.66905517578125,0.6425973842851818,0.06708228588104248,0,0
CT00000107,80,128,256,0.915350341796875,0.8081322885118425,0.08612697571516037,0,0
CT00000107,80,128,320,0.88082275390625,-2.041277475655079,0.06618357449769974,0,0
CT00000107,80,192,64,0.977001953125,0.2728496619965881,0.10669244080781937,1,0
CT00000107,80,192,128,0.89962158203125,-0.8495150832459331,0.05683425813913345,1,0
CT00000107,80,192,256,0.96651611328125,0.39667499368079007,0.09375648945569992,1,1
CT00000107,80,192,320,0.396783447265625,-5.170005839318037,0.04385731741786003,1,0
CT00000107,120,0,64,0.293994140625,-1.0785333579406142,0.033126987516880035,0,1
CT00000107,120,0,256,0.48909912109375,-0.9157075546681881,0.03262076899409294,0,0
CT00000107,120,64,0,0.30350341796875,-3.0668729450553656,0.04614325985312462,0,1
CT00000107,120,64,64,0.993084716796875,0.642233295366168,0.14662441611289978,0,1
CT00000107,120,64,128,0.36890869140625,0.8276977459900081,0.025124145671725273,0,0
CT00000107,120,64,256,0.9298828125,0.8205805206671357,0.08282248675823212,0,2
CT00000107,120,64,320,0.748382568359375,-2.2259519901126623,0.04889526963233948,0,2
CT00000107,120,128,0,0.528875732421875,-4.039214458316565,0.04422083497047424,0,0
CT00000107,120,128,64,0.99420166015625,0.8162751328200102,0.1236288994550705,0,1
CT00000107,120,128,128,0.654766845703125,-0.08613838872406632,0.06987252086400986,0,1
CT00000107,120,128,256,0.8906494140625,0.11122796422569081,0.08835162967443466,1,1
CT00000107,120,128,320,0.96025390625,-0.09094025153899565,0.08632296323776245,1,2
CT00000107,120,192,0,0.242645263671875,-6.485302466899157,0.05063275247812271,0,0
CT00000107,120,192,64,0.990863037109375,0.8084393921308219,0.1561473309993744,1,1
CT00000107,120,192,128,0.895648193359375,-0.8081227424554527,0.0648832768201828,0,0
CT00000107,120,192,256,0.977056884765625,-0.8060762193053961,0.0950838178396225,1,8
CT00000107,120,192,320,0.487493896484375,-5.296397488564253,0.05934314429759979,0,4
CT00000107,160,0,64,0.471697998046875,-1.3025559019297361,0.032322660088539124,1,1
CT00000107,160,0,256,0.418658447265625,-0.7476513856090605,0.030723094940185547,0,0
CT00000107,160,64,0,0.44708251953125,-2.5630027521401644,0.035842135548591614,0,1
CT00000107,160,64,64,0.98712158203125,-0.013987658348924015,0.15479332208633423,0,1
CT00000107,160,64,128,0.31942138671875,0.30020924168638885,0.02687283232808113,0,0
CT00000107,160,64,256,0.682745361328125,0.17323986685369164,0.035027433186769485,3,0
CT00000107,160,64,320,0.894305419921875,-1.1164583265781403,0.06152850016951561,0,0
CT00000107,160,128,0,0.600543212890625,-4.0417504496872425,0.04131205007433891,1,0
CT00000107,160,128,64,1.0,1.0811160318553448,0.12498477101325989,0,1
CT00000107,160,128,128,0.9413330078125,-0.40034225094132125,0.08352136611938477,0,1
CT00000107,160,128,192,0.4510498046875,0.07869525870773941,0.028571709990501404,1,1
CT00000107,160,128,256,0.9971435546875,0.38160179974511266,0.10331587493419647,0,2
CT00000107,160,128,320,0.990899658203125,0.9194925078190863,0.13645480573177338,3,0
CT00000107,160,192,0,0.353515625,-5.06958644837141,0.04679540917277336,0,0
CT00000107,160,192,64,0.999853515625,0.8105253800749779,0.1717904955148697,1,4
CT00000107,160,192,128,0.882080078125,-1.2326346477493644,0.05725196748971939,0,0
CT00000107,160,192,256,0.95220947265625,-0.9949300438165665,0.08291925489902496,1,1
CT00000107,160,192,320,0.67216796875,-3.6212478298693895,0.05812469869852066,0,3
CT00000107,200,64,0,0.270013427734375,-2.310264389961958,0.050447575747966766,1,1
CT00000107,200,64,320,0.314520263671875,1.0105374967679381,0.07257727533578873,0,2
CT00000107,200,128,0,0.51517333984375,-2.567049115896225,0.05175282433629036,0,3
CT00000107,200,128,64,0.37904052734375,-0.6367706228047609,0.06022180989384651,0,0
CT00000107,200,128,128,0.657781982421875,0.17329205002170056,0.04598882794380188,0,3
CT00000107,200,128,192,0.389141845703125,0.41902827797457576,0.04085654020309448,0,2
CT00000107,200,128,256,0.474554443359375,1.3267126632854342,0.052227750420570374,1,0
CT00000107,200,128,320,0.45987548828125,1.1613925453275442,0.058133114129304886,1,0
CT00000107,200,192,0,0.4750732421875,-2.3425512481480837,0.03818713501095772,0,1
CT00000107,200,192,64,0.897027587890625,0.13598945224657655,0.08587075769901276,0,2
CT00000107,200,192,128,0.826715087890625,-1.234926050528884,0.05634283646941185,0,3
CT00000107,200,192,256,0.8956298828125,0.04280350549379364,0.08124600350856781,0,1
CT00000107,200,192,320,0.7736572265625,-1.073584659025073,0.04795170947909355,0,0
