case,w_hat,rho,delta_HU,rho_struct,s,verdict,violated,laa_ref,laa_rec,laa_thick,p15_ref_HU,p15_rec_HU,psnr,laa910_ref,laa910_rec,laa910_thick,p10_ref_HU,p10_rec_HU,p05_ref_HU,p05_rec_HU
CT00000100_thin.npy,6.25,0.0,-1.8409566255286336,0.2622264325618744,1.276,certified,,0.07752789556980133,0.015261396765708923,0.0,-873.0000257492065,-865.6544089317322,28.301532745361328,1.888140082359314,0.5915317535400391,0.0,-882.0000290870667,-872.9449510574341,-894.9999809265137,-883.513331413269
CT00000101_thin.npy,6.25,0.0,-1.7977410461753607,0.12962764501571655,1.734,certified,,0.00249486998654902,0.055510856211185455,0.0,-879.9999952316284,-876.117467880249,28.44317626953125,0.8226833343505859,1.3565855026245117,0.0,-884.9999904632568,-882.9764723777771,-893.999993801117,-893.0881023406982
CT00000102_thin.npy,6.25,0.0,-0.517276581376791,0.25993528962135315,2.103,flagged,tail_recovery,1.1328332424163818,1.1828830242156982,0.0,-921.999990940094,-919.3316698074341,28.674020767211914,29.196701049804688,25.92210578918457,7.804098129272461,-927.9999732971191,-925.1794815063477,-935.9999895095825,-933.94935131073
CT00000103_thin.npy,6.25,0.0,-0.7139365770854056,0.3156118392944336,1.801,certified,,0.2930331230163574,0.6642084717750549,0.0,-916.0000085830688,-913.5331511497498,28.9223690032959,22.167346954345703,18.744962692260742,1.2496641874313354,-921.0000038146973,-919.3065166473389,-929.0000200271606,-928.1562566757202
CT00000104_thin.npy,6.25,0.0,-0.5348474951460958,0.3616854250431061,1.894,certified,,0.13735425472259521,0.14590074121952057,0.0,-904.9999713897705,-900.3740549087524,31.040563583374023,10.125755310058594,7.200415134429932,0.027470849454402924,-911.0000133514404,-905.8484435081482,-919.0000295639038,-914.2439365386963
CT00000105_thin.npy,6.25,0.0,-1.2251398293301463,0.24254265427589417,1.958,certified,,0.499587744474411,0.9356582164764404,0.0,-916.9999957084656,-916.3167476654053,28.57054901123047,22.417930603027344,22.12904930114746,2.586496591567993,-921.999990940094,-922.0255017280579,-930.0000071525574,-930.8086037635803
CT00000106_thin.npy,6.25,0.0,-1.120618893764913,0.3235209286212921,1.179,certified,,0.10009765625,0.0592041015625,0.0,-887.0000243186951,-881.6412687301636,28.6074275970459,3.182373046875,1.81396484375,0.0,-893.999993801117,-888.1657719612122,-903.9999842643738,-897.7757692337036
CT00000107_thin.npy,6.25,0.0,-2.5086416862905025,0.1563088744878769,1.95,certified,,1.3257447481155396,0.3564095199108124,0.0,-912.0000004768372,-903.8232564926147,28.900663375854492,15.850357055664062,10.14657211303711,0.29104721546173096,-919.0000295639038,-910.2159738540649,-930.9999942779541,-919.9414849281311
CT00000108_thin.npy,6.25,0.0,-0.7466480019502342,0.22937700152397156,1.633,certified,,0.3363037109375,0.406494140625,0.0,-906.000018119812,-902.0683765411377,28.603160858154297,11.21826171875,8.94775390625,0.189208984375,-912.0000004768372,-908.3510041236877,-921.999990940094,-918.0471301078796
CT00000109_thin.npy,6.25,0.0,-0.4885778180323541,0.26327604055404663,1.0,certified,,0.1983642578125,0.435791015625,0.0,-901.0000228881836,-901.4373421669006,27.944915771484375,8.409423828125,9.046630859375,0.2734375,-907.9999923706055,-908.3608388900757,-917.9999828338623,-918.8233017921448
