case,w_hat,rho,delta_HU,rho_struct,s,verdict,violated,laa_ref,laa_rec,laa_thick,p15_ref_HU,p15_rec_HU,psnr,laa910_ref,laa910_rec,laa910_thick,p10_ref_HU,p10_rec_HU,p05_ref_HU,p05_rec_HU
CT00000100_thin.npy,6.25,0.0,-2.1649303380399942,0.257512629032135,1.491,certified,,0.07752789556980133,0.017092764377593994,0.0,-873.0000257492065,-865.3358221054077,28.338775634765625,1.888140082359314,0.529265284538269,0.0,-882.0000290870667,-872.5494742393494,-894.9999809265137,-882.8221559524536
CT00000101_thin.npy,6.25,0.0,-2.1774531342089176,0.1315414011478424,1.986,certified,,0.00249486998654902,0.047402527183294296,0.0,-879.9999952316284,-875.6663799285889,28.631832122802734,0.8226833343505859,1.2293471097946167,0.0,-884.9999904632568,-882.3338747024536,-893.999993801117,-892.0881748199463
CT00000102_thin.npy,6.25,0.0,-1.0979704093188047,0.26102814078330994,2.319,flagged,tail_recovery,1.1328332424163818,0.998553454875946,0.0,-921.999990940094,-918.6389446258545,28.982723236083984,29.196701049804688,25.608379364013672,7.804098129272461,-927.9999732971191,-924.2384433746338,-935.9999895095825,-932.5952529907227
CT00000103_thin.npy,6.25,0.0,-1.0289618512615561,0.31800970435142517,2.055,flagged,tail_recovery,0.2930331230163574,0.5244072079658508,0.0,-916.0000085830688,-912.5921130180359,29.10308837890625,22.167346954345703,17.87135887145996,1.2496641874313354,-921.0000038146973,-917.9835319519043,-929.0000200271606,-926.2934923171997
CT00000104_thin.npy,6.25,0.0,-0.7568788132630289,0.36091169714927673,2.183,flagged,tail_recovery,0.13735425472259521,0.10438922792673111,0.0,-904.9999713897705,-899.3817567825317,31.112287521362305,10.125755310058594,6.300591945648193,0.027470849454402924,-911.0000133514404,-904.5892953872681,-919.0000295639038,-912.4559760093689
CT00000105_thin.npy,6.25,0.0,-1.6766475746408105,0.24068425595760345,2.255,flagged,tail_recovery,0.499587744474411,0.7249519228935242,0.0,-916.9999957084656,-915.4326915740967,28.81490707397461,22.417930603027344,21.361957550048828,2.586496591567993,-921.999990940094,-920.7377433776855,-930.0000071525574,-928.984522819519
CT00000106_thin.npy,6.25,0.0,-1.3749668141826987,0.32210105657577515,1.362,certified,,0.10009765625,0.05859375,0.0,-887.0000243186951,-881.16055727005,28.73882484436035,3.182373046875,1.6375732421875,0.0,-893.999993801117,-887.4471187591553,-903.9999842643738,-896.6485261917114
CT00000107_thin.npy,6.25,0.0,-2.8174722101539373,0.15882757306098938,2.123,flagged,tail_recovery,1.3257447481155396,0.33606088161468506,0.0,-912.0000004768372,-903.6390781402588,29.015016555786133,15.850357055664062,9.91965389251709,0.29104721546173096,-919.0000295639038,-909.8920822143555,-930.9999942779541,-919.3932414054871
CT00000108_thin.npy,6.25,0.0,-1.4247277285903692,0.23324935138225555,1.816,certified,,0.3363037109375,0.3692626953125,0.0,-906.000018119812,-901.7042517662048,28.629600524902344,11.21826171875,8.585205078125,0.189208984375,-912.0000004768372,-907.8178405761719,-921.999990940094,-917.1853065490723
CT00000109_thin.npy,6.25,0.0,-0.9351353510282934,0.26837876439094543,1.029,certified,,0.1983642578125,0.4412841796875,0.0,-901.0000228881836,-901.5533924102783,27.98453140258789,8.409423828125,9.05029296875,0.2734375,-907.9999923706055,-908.4316492080688,-917.9999828338623,-918.8232421875
